"","DestinationCity","OriginCity","AirlineStatus","Age","Gender","PriceSensitivity","YearOfFirstFlight","FLightsPerYear","Loyalty","TypeOfTravel","TotalFreqFlyAccount","ShoppingAmount","FoodExpenses","Class","FlightDate","PartnerCode","ScheduleDepHour","DepartureDelayInMin","ArrivalDelayInMin","FlightCancelled","FlightDuration","Distance","LikelihoodRecommendScore","OriginLong","OriginLat","DestLong","DestLat","DestinationState","OriginState"
"2023","Salt Lake City","Lewiston","Silver",49,"Male",2,2003,48,-0.92,"Business travel",0,0,70,"Eco","2/8/14","OO",5,95,93,"No",57,461,10,-117.0273,46.3892,-111.9295,40.6408,"UT","ID"
"2024","Chicago","Denver","Blue",45,"Female",2,2011,32,-0.561,"Personal Travel",0,0,105,"Eco","2/21/14","OU",13,NA,NA,"Yes",0,888,5,-104.9551,39.7108,-87.8954,41.8271,"IL","CO"
"2025","San Francisco","Santa Barbara","Blue",60,"Female",2,2003,27,-0.8,"Personal Travel",0,0,90,"Eco","3/27/14","OO",12,7,14,"No",67,262,4,-119.7241,34.4275,-122.1585,37.6712,"CA","CA"
"2026","Atlanta","Denver","Blue",25,"Female",1,2010,0,1,"Business travel",1,17,30,"Eco","1/7/14","FL",6,2,0,"No",134,1199,8,-104.9551,39.7108,-84.3319,33.8241,"GA","CO"
"2027","Seattle","Las Vegas","Silver",43,"Male",1,2003,13,-0.1818,"Business travel",2,0,83,"Eco","1/26/14","AS",7,0,0,"No",127,867,10,-115.1672,36.1349,-122.2747,47.4684,"WA","NV"
"2028","Kansas City","Tampa","Blue",79,"Female",2,2010,43,-0.6226,"Personal Travel",0,0,75,"Eco","1/7/14","WN",11,40,31,"No",150,1048,5,-82.5132,28.0062,-94.5949,39.0398,"MO","FL"
"2029","Houston","Tampa","Gold",75,"Female",1,2003,36,-0.9459,"Personal Travel",0,0,133,"Eco","2/9/14","WN",12,0,0,"No",129,781,4,-82.5132,28.0062,-95.3935,29.7843,"TX","FL"
"2030","New York","Phoenix","Blue",15,"Male",1,2006,13,-0.5294,"Personal Travel",1,0,10,"Eco","1/5/14","US",9,16,1,"No",243,2153,3,-111.97,33.4941,-73.9702,40.7184,"NY","AZ"
"2031","Rochester","Chicago","Blue",47,"Male",1,2009,15,-0.1538,"Business travel",2,30,80,"Eco","2/22/14","WN",13,0,0,"No",68,523,10,-87.8954,41.8271,-77.5682,43.1376,"NY","IL"
"2032","Seattle","Minneapolis","Silver",27,"Female",1,2006,21,-0.5556,"Business travel",2,120,90,"Business","2/24/14","DL",11,0,0,"No",206,1399,10,-93.2798,44.9782,-122.2747,47.4684,"WA","MN"
"2033","Washington","Phoenix","Blue",50,"Female",2,2008,6,-0.3333,"Personal Travel",1,0,30,"Eco Plus","3/19/14","US",12,18,0,"No",207,1979,6,-111.97,33.4941,-77.1897,38.8974,"DC","AZ"
"2034","Austin","Dallas","Blue",20,"Male",1,2006,13,-0.1304,"Business travel",0,0,40,"Business","2/21/14","WN",14,0,0,"No",32,189,8,-96.972,32.8127,-97.7615,30.3585,"TX","TX"
"2035","Las Vegas","Minneapolis","Blue",41,"Female",2,2007,11,-0.6923,"Business travel",2,10,90,"Eco","3/8/14","DL",9,109,74,"No",149,1299,9,-93.2798,44.9782,-115.1672,36.1349,"NV","MN"
"2036","New Orleans","Houston","Blue",19,"Male",1,2007,25,-0.6667,"Business travel",1,0,85,"Eco","1/20/14","OU",7,0,0,"No",46,305,5,-95.3935,29.7843,-90.1437,29.9547,"LA","TX"
"2037","Minneapolis","Philadelphia","Blue",19,"Female",2,2007,10,-0.4286,"Business travel",2,15,60,"Eco","2/25/14","US",13,0,0,"No",153,980,10,-75.2984,39.9733,-93.2798,44.9782,"MN","PA"
"2038","Denver","Madison","Gold",34,"Male",0,2006,15,-0.0714,"Business travel",3,0,40,"Eco","3/27/14","EV",19,0,0,"No",121,826,9,-89.4299,43.0874,-104.9551,39.7108,"CO","WI"
"2039","San Jose","Phoenix","Blue",27,"Female",1,2004,5,0.6552,"Business travel",3,0,40,"Eco","1/4/14","WN",12,NA,NA,"Yes",0,621,9,-111.97,33.4941,-121.9451,37.3298,"CA","AZ"
"2040","Chicago","Grand Rapids","Blue",48,"Male",1,2010,0,1,"Business travel",1,0,300,"Business","3/15/14","MQ",17,0,0,"No",39,137,8,-85.6686,42.9429,-87.8954,41.8271,"IL","MI"
"2041","Columbus","New York","Blue",34,"Male",1,2005,17,-0.7895,"Business travel",2,0,90,"Eco","3/27/14","MQ",18,0,1,"No",80,479,9,-73.9702,40.7184,-82.9685,40.0212,"OH","NY"
"2042","Chicago","Green Bay","Silver",41,"Female",1,2009,14,-0.2174,"Business travel",1,0,35,"Eco","3/18/14","EV",18,9,37,"No",61,173,7,-88.0395,44.5072,-87.8954,41.8271,"IL","WI"
"2043","San Antonio","Philadelphia","Platinum",27,"Male",1,2003,0,1,"Business travel",0,66,120,"Eco","2/6/14","US",17,0,15,"No",256,1496,10,-75.2984,39.9733,-98.4754,29.5144,"TX","PA"
"2044","Phoenix","Houston","Blue",76,"Male",1,2006,38,-0.9487,"Personal Travel",0,90,120,"Eco","3/30/14","US",21,0,0,"No",144,1009,6,-95.3935,29.7843,-111.97,33.4941,"AZ","TX"
"2045","Dallas","Lubbock","Blue",16,"Male",1,2012,6,0,"Personal Travel",2,0,70,"Eco","2/27/14","WN",9,3,5,"No",48,293,5,-101.8932,33.5592,-96.972,32.8127,"TX","TX"
"2046","Seattle","San Diego","Silver",34,"Female",1,2009,11,0.5,"Business travel",2,15,75,"Eco","3/10/14","AS",10,0,0,"No",150,1050,10,-117.1288,32.9287,-122.2747,47.4684,"WA","CA"
"2047","Houston","Seattle","Blue",17,"Female",2,2004,51,-0.7,"Mileage tickets",3,0,15,"Business","2/27/14","OU",14,0,0,"No",208,1874,8,-122.2747,47.4684,-95.3935,29.7843,"TX","WA"
"2048","Milwaukee","Detroit","Silver",49,"Female",1,2011,4,0.4286,"Mileage tickets",3,0,55,"Eco","1/28/14","DL",17,0,0,"No",45,237,9,-83.2276,42.49,-88.1005,43.0557,"WI","MI"
"2049","Minneapolis","Milwaukee","Silver",30,"Female",2,2006,10,0,"Business travel",0,160,120,"Eco","2/14/14","DL",12,0,0,"No",48,297,9,-88.1005,43.0557,-93.2798,44.9782,"MN","WI"
"2050","San Diego","Phoenix","Blue",50,"Male",1,2012,50,-0.8868,"Business travel",0,10,45,"Eco","2/10/14","WN",8,94,113,"No",57,304,10,-111.97,33.4941,-117.1288,32.9287,"CA","AZ"
"2051","Denver","Oklahoma City","Blue",33,"Male",1,2010,27,-0.7419,"Business travel",0,20,33,"Eco","3/10/14","WN",7,0,0,"No",75,495,9,-97.5243,35.5048,-104.9551,39.7108,"CO","OK"
"2052","Phoenix","Denver","Blue",31,"Male",2,2004,16,-0.2308,"Business travel",1,10,105,"Eco","3/17/14","F9",6,0,0,"No",89,602,10,-104.9551,39.7108,-111.97,33.4941,"AZ","CO"
"2053","San Francisco","Atlanta","Blue",17,"Female",2,2003,24,-0.5484,"Personal Travel",1,30,90,"Eco","3/11/14","WN",12,11,0,"No",298,2139,7,-84.3319,33.8241,-122.1585,37.6712,"CA","GA"
"2054","Minneapolis","Salt Lake City","Blue",33,"Male",2,2006,8,0,"Mileage tickets",2,10,120,"Eco","1/19/14","DL",15,2,0,"No",127,991,10,-111.9295,40.6408,-93.2798,44.9782,"MN","UT"
"2055","Atlanta","Las Vegas","Gold",36,"Female",1,2004,9,0.5814,"Business travel",3,50,128,"Eco","1/5/14","DL",11,29,4,"No",179,1747,10,-115.1672,36.1349,-84.3319,33.8241,"GA","NV"
"2056","Minneapolis","Dickinson","Blue",48,"Female",1,2012,7,-0.1667,"Business travel",0,0,200,"Eco","2/21/14","OO",5,25,63,"No",99,481,8,-102.7868,46.8855,-93.2798,44.9782,"MN","ND"
"2057","Sacramento","Las Vegas","Blue",38,"Female",1,2008,12,0.0769,"Business travel",2,0,55,"Eco","3/23/14","WN",14,20,6,"No",68,397,9,-115.1672,36.1349,-121.3247,38.6386,"CA","NV"
"2058","Salt Lake City","Fresno","Silver",80,"Male",2,2006,24,-0.6,"Business travel",0,20,120,"Eco","2/3/14","OO",6,0,0,"No",75,501,9,-119.7611,36.7878,-111.9295,40.6408,"UT","CA"
"2059","Charlotte","Phoenix","Blue",59,"Female",1,2010,23,-0.4839,"Business travel",0,30,60,"Eco","2/24/14","US",14,7,8,"No",195,1773,9,-111.97,33.4941,-80.8158,35.2497,"NC","AZ"
"2060","Savannah","Atlanta","Platinum",57,"Female",1,2004,7,0.5484,"Business travel",2,10,20,"Eco","1/10/14","DL",8,0,0,"No",37,214,8,-84.3319,33.8241,-81.1517,32.0449,"GA","GA"
"2061","Denver","Charlotte","Blue",38,"Male",0,2007,31,-0.7222,"Business travel",3,8,51,"Eco","3/4/14","US",22,0,0,"No",185,1337,9,-80.8158,35.2497,-104.9551,39.7108,"CO","NC"
"2062","Tucson","Seattle","Silver",28,"Female",1,2005,10,-0.5385,"Business travel",0,0,120,"Eco","1/27/14","AS",12,0,0,"No",137,1216,10,-122.2747,47.4684,-110.9461,32.2549,"AZ","WA"
"2063","Baltimore","Atlanta","Blue",55,"Female",1,2005,6,0.25,"Business travel",0,0,45,"Eco Plus","3/1/14","FL",7,0,0,"No",82,577,9,-84.3319,33.8241,-76.6478,39.2341,"MD","GA"
"2064","Atlanta","Akron","Blue",22,"Male",2,2007,2,-0.3333,"Business travel",0,1,45,"Eco","3/27/14","FL",18,14,13,"No",81,528,7,-81.4919,41.0662,-84.3319,33.8241,"GA","OH"
"2065","Las Vegas","Atlanta","Blue",80,"Female",1,2012,23,-0.4375,"Personal Travel",0,120,65,"Eco","1/6/14","FL",10,20,3,"No",255,1747,7,-84.3319,33.8241,-115.1672,36.1349,"NV","GA"
"2066","San Diego","Atlanta","Blue",47,"Male",1,2009,26,-0.3,"Business travel",2,62,85,"Eco","2/25/14","DL",17,6,0,"No",255,1892,9,-84.3319,33.8241,-117.1288,32.9287,"CA","GA"
"2067","Kahului","Seattle","Silver",32,"Female",1,2010,33,-0.5714,"Business travel",0,0,45,"Eco Plus","1/1/14","HA",10,0,0,"No",337,2640,10,-122.2747,47.4684,-156.4779,20.8864,"HI","WA"
"2068","Washington","Boston","Blue",36,"Female",1,2008,19,-0.9,"Personal Travel",1,100,90,"Eco","1/26/14","B6",6,0,0,"No",72,413,10,-71.1407,42.3731,-77.1897,38.8974,"DC","MA"
"2069","San Juan","Atlanta","Silver",36,"Female",0,2008,9,0.7,"Personal Travel",1,0,30,"Eco","3/22/14","WN",8,15,0,"No",177,1547,6,-84.3319,33.8241,-66.1162,18.2882,"PR","GA"
"2070","Philadelphia","Detroit","Blue",42,"Male",2,2009,29,-0.9333,"Personal Travel",0,11,100,"Eco","3/20/14","DL",10,0,0,"No",67,453,5,-83.2276,42.49,-75.2984,39.9733,"PA","MI"
"2071","San Antonio","Los Angeles","Silver",53,"Male",1,2004,22,-0.5714,"Business travel",0,0,120,"Eco","3/30/14","OO",11,0,0,"No",138,1211,9,-118.1043,33.9827,-98.4754,29.5144,"TX","CA"
"2072","Denver","Milwaukee","Blue",36,"Male",1,2011,7,0.5484,"Business travel",3,0,60,"Eco","3/27/14","WN",6,0,0,"No",134,896,9,-88.1005,43.0557,-104.9551,39.7108,"CO","WI"
"2073","New York","New Orleans","Blue",51,"Female",1,2003,20,-0.5385,"Business travel",0,45,30,"Eco","3/7/14","B6",6,0,0,"No",145,1182,7,-90.1437,29.9547,-73.9702,40.7184,"NY","LA"
"2074","Philadelphia","Orlando","Gold",42,"Male",2,2012,11,0.2414,"Business travel",6,10,45,"Eco","2/22/14","US",6,0,0,"No",112,861,9,-81.4112,28.5844,-75.2984,39.9733,"PA","FL"
"2075","Denver","Los Angeles","Blue",19,"Male",2,2006,18,-0.3846,"Business travel",5,0,50,"Eco","2/10/14","OU",11,1,0,"No",108,862,9,-118.1043,33.9827,-104.9551,39.7108,"CO","CA"
"2076","Salt Lake City","Denver","Blue",32,"Female",1,2009,0,1,"Business travel",2,0,60,"Eco Plus","2/27/14","OO",11,0,0,"No",71,391,9,-104.9551,39.7108,-111.9295,40.6408,"UT","CO"
"2077","Grand Rapids","Chicago","Blue",59,"Female",1,2012,49,-0.7818,"Personal Travel",0,0,0,"Eco","3/8/14","MQ",9,97,97,"No",24,137,1,-87.8954,41.8271,-85.6686,42.9429,"MI","IL"
"2078","Charlotte","New York","Blue",37,"Male",2,2008,44,-0.76,"Business travel",0,10,100,"Eco","1/26/14","MQ",21,0,0,"No",89,544,10,-73.9702,40.7184,-80.8158,35.2497,"NC","NY"
"2079","Atlanta","Denver","Silver",33,"Male",1,2009,38,-0.7674,"Business travel",0,5,140,"Business","2/11/14","F9",11,0,0,"No",139,1199,9,-104.9551,39.7108,-84.3319,33.8241,"GA","CO"
"2080","Phoenix","Denver","Blue",36,"Male",2,2012,31,-0.6757,"Business travel",0,180,30,"Eco","3/9/14","US",21,0,0,"No",83,602,8,-104.9551,39.7108,-111.97,33.4941,"AZ","CO"
"2081","Cleveland","Milwaukee","Blue",52,"Male",1,2011,13,-0.3,"Business travel",1,0,85,"Eco","2/16/14","EV",12,1,0,"No",52,328,9,-88.1005,43.0557,-81.6054,41.4436,"OH","WI"
"2082","New York","Minneapolis","Blue",58,"Female",2,2007,22,-0.4667,"Business travel",0,0,75,"Eco","3/25/14","DL",13,0,0,"No",126,1020,9,-93.2798,44.9782,-73.9702,40.7184,"NY","MN"
"2083","Denver","Salt Lake City","Silver",51,"Female",1,2006,32,-0.641,"Personal Travel",0,235,110,"Eco","1/28/14","OU",13,0,0,"No",54,391,10,-111.9295,40.6408,-104.9551,39.7108,"CO","UT"
"2084","Austin","San Francisco","Blue",59,"Female",2,2003,14,-0.75,"Business travel",0,30,75,"Eco","1/6/14","OU",18,160,154,"No",174,1504,8,-122.1585,37.6712,-97.7615,30.3585,"TX","CA"
"2085","St. Louis","San Antonio","Blue",41,"Male",1,2004,11,-0.8333,"Business travel",1,0,40,"Eco","3/25/14","WN",15,4,1,"No",106,786,6,-98.4754,29.5144,-90.3409,38.6307,"MO","TX"
"2086","Springfield","Chicago","Blue",85,"Male",1,2011,50,-0.8519,"Personal Travel",0,0,80,"Eco","2/11/14","EV",8,76,66,"No",69,438,3,-87.8954,41.8271,-93.2871,37.1489,"MO","IL"
"2087","Sacramento","Phoenix","Silver",39,"Female",2,2010,2,0.4286,"Business travel",3,255,35,"Eco","2/2/14","US",17,3,0,"No",93,647,9,-111.97,33.4941,-121.3247,38.6386,"CA","AZ"
"2088","Washington","Denver","Blue",37,"Female",1,2007,11,0,"Business travel",2,0,55,"Eco Plus","3/27/14","OU",19,6,0,"No",160,1452,9,-104.9551,39.7108,-77.1897,38.8974,"DC","CO"
"2089","Los Angeles","Aspen","Gold",28,"Female",1,2004,25,-0.5152,"Business travel",0,25,50,"Eco","1/18/14","OO",16,0,0,"No",96,737,9,-106.8403,39.1993,-118.1043,33.9827,"CA","CO"
"2090","Los Angeles","Washington","Blue",41,"Male",2,2006,12,-0.3333,"Business travel",0,0,40,"Eco","2/14/14","VX",16,1,0,"No",314,2288,8,-77.1897,38.8974,-118.1043,33.9827,"CA","DC"
"2091","New York","Houston","Blue",33,"Male",1,2008,8,0.2727,"Business travel",1,0,80,"Eco","3/29/14","OU",7,0,0,"No",167,1416,8,-95.3935,29.7843,-73.9702,40.7184,"NY","TX"
"2092","Salt Lake City","Denver","Silver",38,"Female",1,2010,4,0.4286,"Business travel",0,10,45,"Eco","1/29/14","OO",15,0,0,"No",75,391,9,-104.9551,39.7108,-111.9295,40.6408,"UT","CO"
"2093","Tampa","Milwaukee","Silver",50,"Female",1,2011,5,-0.4286,"Personal Travel",0,0,45,"Eco","1/22/14","WN",6,0,0,"No",129,1075,6,-88.1005,43.0557,-82.5132,28.0062,"FL","WI"
"2094","Providence","Atlanta","Blue",85,"Female",2,2012,28,-0.4737,"Personal Travel",0,10,80,"Eco","2/5/14","DL",20,60,51,"No",108,903,5,-84.3319,33.8241,-71.3974,41.7763,"RI","GA"
"2095","Miami","New Orleans","Blue",49,"Female",1,2009,15,-0.875,"Business travel",1,50,20,"Eco","3/30/14","AA",18,0,3,"No",92,675,9,-90.1437,29.9547,-80.2314,26.1756,"FL","LA"
"2096","San Francisco","Las Vegas","Gold",40,"Male",1,2006,1,0.7143,"Business travel",0,0,490,"Business","1/30/14","OU",16,0,0,"No",75,414,9,-115.1672,36.1349,-122.1585,37.6712,"CA","NV"
"2097","El Paso","Austin","Blue",51,"Female",1,2003,28,-0.6,"Business travel",0,30,35,"Eco","3/8/14","WN",8,1,0,"No",77,528,7,-97.7615,30.3585,-106.389,31.7802,"TX","TX"
"2098","Chicago","Seattle","Blue",55,"Female",1,2011,17,-0.3077,"Business travel",0,0,120,"Eco","1/14/14","AA",14,0,0,"No",211,1721,10,-122.2747,47.4684,-87.8954,41.8271,"IL","WA"
"2099","Boston","Washington","Blue",50,"Female",1,2005,14,-0.3333,"Business travel",1,0,30,"Eco","1/20/14","US",14,0,0,"No",61,399,8,-77.1897,38.8974,-71.1407,42.3731,"MA","DC"
"2100","Huntsville","Detroit","Blue",47,"Male",1,2004,12,-0.6,"Business travel",1,40,55,"Eco","3/4/14","EV",10,31,11,"No",79,554,8,-83.2276,42.49,-86.6378,34.7414,"AL","MI"
"2101","Minneapolis","Anchorage","Gold",27,"Female",3,2005,21,-0.2353,"Business travel",1,0,60,"Eco","3/8/14","DL",21,10,48,"No",270,2519,9,-149.8472,61.1679,-93.2798,44.9782,"MN","AK"
"2102","Phoenix","Los Angeles","Blue",63,"Female",1,2009,12,-0.8462,"Personal Travel",0,0,95,"Eco","1/28/14","WN",6,0,0,"No",57,370,8,-118.1043,33.9827,-111.97,33.4941,"AZ","CA"
"2103","Atlanta","Omaha","Silver",38,"Male",1,2009,37,-0.2759,"Business travel",2,10,90,"Eco","3/5/14","DL",7,0,0,"No",103,821,10,-96.0346,41.2349,-84.3319,33.8241,"GA","NE"
"2104","Atlanta","Phoenix","Silver",22,"Female",1,2010,4,0.2727,"Business travel",0,90,120,"Eco Plus","3/17/14","US",12,0,0,"No",182,1587,9,-111.97,33.4941,-84.3319,33.8241,"GA","AZ"
"2105","Houston","San Antonio","Platinum",61,"Male",1,2005,2,0.6667,"Business travel",0,0,55,"Eco","3/7/14","OU",7,0,0,"No",34,191,8,-98.4754,29.5144,-95.3935,29.7843,"TX","TX"
"2106","Detroit","Denver","Blue",44,"Female",1,2004,33,-0.9412,"Business travel",0,0,50,"Eco","1/8/14","DL",7,264,247,"No",132,1123,7,-104.9551,39.7108,-83.2276,42.49,"MI","CO"
"2107","San Francisco","Atlanta","Silver",62,"Male",1,2010,66,-0.913,"Personal Travel",0,0,65,"Eco","1/9/14","DL",13,16,7,"No",294,2139,8,-84.3319,33.8241,-122.1585,37.6712,"CA","GA"
"2108","Miami","Philadelphia","Silver",37,"Female",1,2009,30,-0.4634,"Business travel",2,5,60,"Eco","1/11/14","AA",6,0,0,"No",149,1013,7,-75.2984,39.9733,-80.2314,26.1756,"FL","PA"
"2109","Houston","Tulsa","Blue",46,"Female",1,2007,13,-0.1304,"Business travel",2,0,60,"Eco","2/21/14","WN",19,73,60,"No",70,453,7,-95.9013,36.1054,-95.3935,29.7843,"TX","OK"
"2110","New York","Milwaukee","Blue",15,"Female",1,2006,13,-0.7333,"Business travel",1,0,40,"Business","3/17/14","WN",13,12,0,"No",95,738,9,-88.1005,43.0557,-73.9702,40.7184,"NY","WI"
"2111","Tucson","Minneapolis","Blue",56,"Male",3,2012,24,-0.5484,"Business travel",1,0,15,"Eco","1/13/14","DL",11,0,0,"No",161,1298,8,-93.2798,44.9782,-110.9461,32.2549,"AZ","MN"
"2112","San Francisco","Seattle","Blue",26,"Male",1,2005,8,-0.4545,"Business travel",2,0,30,"Eco","3/11/14","AS",12,5,0,"No",99,679,8,-122.2747,47.4684,-122.1585,37.6712,"CA","WA"
"2113","Charlotte","Atlanta","Blue",20,"Male",3,2003,8,-0.2308,"Mileage tickets",0,5,15,"Eco","2/25/14","DL",7,0,0,"No",39,226,6,-84.3319,33.8241,-80.8158,35.2497,"NC","GA"
"2114","San Francisco","Seattle","Blue",45,"Male",1,2005,10,0.1667,"Business travel",1,90,30,"Eco","3/25/14","VX",14,0,0,"No",110,679,3,-122.2747,47.4684,-122.1585,37.6712,"CA","WA"
"2115","Charlotte","Chicago","Blue",80,"Female",1,2011,41,-0.64,"Personal Travel",0,0,60,"Eco","2/26/14","MQ",9,0,0,"No",85,599,7,-87.8954,41.8271,-80.8158,35.2497,"NC","IL"
"2116","Sacramento","San Diego","Gold",43,"Male",1,2010,2,0.3333,"Business travel",2,0,30,"Eco","2/1/14","WN",16,20,18,"No",83,480,9,-117.1288,32.9287,-121.3247,38.6386,"CA","CA"
"2117","Portland","San Francisco","Blue",63,"Female",2,2005,9,0,"Business travel",0,175,15,"Eco Plus","2/20/14","OO",7,0,0,"No",85,550,8,-122.1585,37.6712,-122.6511,45.5204,"OR","CA"
"2118","Baltimore","Orlando","Blue",48,"Female",1,2005,11,-0.1579,"Business travel",1,130,35,"Eco","2/26/14","WN",17,19,18,"No",102,787,2,-81.4112,28.5844,-76.6478,39.2341,"MD","FL"
"2119","Chicago","Indianapolis","Platinum",37,"Male",2,2008,19,-0.4615,"Business travel",4,66,120,"Eco","1/22/14","EV",14,NA,NA,"Yes",0,177,9,-86.1455,39.8113,-87.8954,41.8271,"IL","IN"
"2120","Springfield","Chicago","Blue",53,"Female",1,2005,7,0.0667,"Personal Travel",1,190,120,"Eco Plus","3/24/14","OO",17,27,40,"No",34,174,4,-87.8954,41.8271,-89.6424,39.7866,"IL","IL"
"2121","Detroit","Chicago","Blue",60,"Female",1,2003,32,-0.8286,"Personal Travel",0,0,40,"Eco","1/26/14","EV",16,31,10,"No",45,228,2,-87.8954,41.8271,-83.2276,42.49,"MI","IL"
"2122","Atlanta","New York","Blue",63,"Male",1,2006,38,-0.7674,"Business travel",0,0,120,"Eco","3/24/14","DL",6,0,0,"No",124,762,8,-73.9702,40.7184,-84.3319,33.8241,"GA","NY"
"2123","Dallas","St. Louis","Silver",58,"Female",2,2009,29,-0.5263,"Business travel",0,0,30,"Eco","1/15/14","WN",6,0,0,"No",76,546,7,-90.3409,38.6307,-96.972,32.8127,"TX","MO"
"2124","Portland","Minneapolis","Blue",59,"Male",1,2010,17,-0.619,"Business travel",0,20,79,"Eco","3/10/14","DL",9,0,3,"No",206,1426,10,-93.2798,44.9782,-122.6511,45.5204,"OR","MN"
"2125","Medford","San Francisco","Blue",50,"Male",2,2003,10,-0.25,"Business travel",0,10,45,"Eco","3/2/14","OO",22,78,73,"No",58,329,9,-122.1585,37.6712,-122.8442,42.3364,"OR","CA"
"2126","Portland","Denver","Blue",45,"Male",2,2011,31,-0.55,"Business travel",2,0,80,"Eco","1/23/14","OU",11,1,0,"No",130,991,10,-104.9551,39.7108,-122.6511,45.5204,"OR","CO"
"2127","Philadelphia","Houston","Blue",18,"Male",2,2010,18,-0.8947,"Mileage tickets",0,60,45,"Eco","3/15/14","OU",19,0,0,"No",150,1325,5,-95.3935,29.7843,-75.2984,39.9733,"PA","TX"
"2128","Minneapolis","Seattle","Blue",32,"Male",1,2005,5,0.5,"Business travel",2,15,30,"Eco","2/12/14","DL",13,3,0,"No",150,1399,7,-122.2747,47.4684,-93.2798,44.9782,"MN","WA"
"2129","Chicago","Miami","Blue",15,"Male",2,2005,10,-0.1111,"Business travel",4,0,105,"Eco","2/12/14","AA",8,10,0,"No",156,1197,8,-80.2314,26.1756,-87.8954,41.8271,"IL","FL"
"2130","Salt Lake City","Seattle","Blue",35,"Female",1,2007,20,0.0909,"Business travel",2,60,149,"Eco","2/24/14","AS",13,0,0,"No",88,689,9,-122.2747,47.4684,-111.9295,40.6408,"UT","WA"
"2131","Charlotte","Boston","Blue",27,"Female",2,2012,7,0.44,"Mileage tickets",3,110,35,"Eco","3/23/14","US",12,17,19,"No",128,728,8,-71.1407,42.3731,-80.8158,35.2497,"NC","MA"
"2132","Washington","Las Vegas","Blue",18,"Male",2,2003,9,-0.3846,"Mileage tickets",1,0,60,"Business","2/8/14","US",13,0,0,"No",234,2089,8,-115.1672,36.1349,-77.1897,38.8974,"DC","NV"
"2133","Philadelphia","Tampa","Blue",48,"Male",1,2010,11,-0.4667,"Business travel",0,0,15,"Eco","1/22/14","US",8,10,3,"No",130,920,10,-82.5132,28.0062,-75.2984,39.9733,"PA","FL"
"2134","San Diego","San Francisco","Blue",58,"Female",1,2003,11,-0.6923,"Business travel",0,0,22,"Eco","1/17/14","OU",19,0,0,"No",66,447,9,-122.1585,37.6712,-117.1288,32.9287,"CA","CA"
"2135","Chicago","Denver","Blue",80,"Male",1,2006,10,-0.1111,"Personal Travel",0,0,65,"Eco","2/5/14","F9",16,18,11,"No",107,895,4,-104.9551,39.7108,-87.8954,41.8271,"IL","CO"
"2136","Phoenix","El Paso","Silver",56,"Female",1,2010,21,-0.5,"Personal Travel",0,30,150,"Business","3/24/14","WN",21,0,0,"No",53,347,7,-106.389,31.7802,-111.97,33.4941,"AZ","TX"
"2137","Seattle","Portland","Blue",58,"Female",1,2004,15,-0.875,"Business travel",0,180,75,"Eco","1/8/14","OO",7,0,0,"No",40,129,9,-122.6511,45.5204,-122.2747,47.4684,"WA","OR"
"2138","Los Angeles","Tucson","Blue",66,"Female",1,2007,33,-0.7368,"Personal Travel",0,0,105,"Business","2/28/14","OO",7,0,0,"No",79,451,5,-110.9461,32.2549,-118.1043,33.9827,"CA","AZ"
"2139","Columbus","New York","Blue",63,"Female",2,2008,25,-0.4286,"Personal Travel",0,45,125,"Eco","1/30/14","MQ",19,0,0,"No",78,483,7,-73.9702,40.7184,-82.9685,40.0212,"OH","NY"
"2140","Phoenix","San Jose","Silver",29,"Female",2,2004,4,0.873,"Business travel",2,0,0,"Eco","1/18/14","US",9,0,0,"No",86,621,9,-121.9451,37.3298,-111.97,33.4941,"AZ","CA"
"2141","Boston","Denver","Blue",46,"Female",2,2009,6,0.625,"Business travel",2,30,50,"Eco Plus","3/21/14","B6",12,0,0,"No",183,1754,7,-104.9551,39.7108,-71.1407,42.3731,"MA","CO"
"2142","Salt Lake City","Vernal","Silver",55,"Female",1,2003,4,0,"Business travel",0,0,0,"Eco","3/21/14","OO",6,0,0,"No",34,132,8,-109.548,40.4468,-111.9295,40.6408,"UT","UT"
"2143","Charlotte","New York","Silver",43,"Female",1,2012,2,0.6667,"Personal Travel",0,0,25,"Eco","3/11/14","B6",8,0,0,"No",84,541,9,-73.9702,40.7184,-80.8158,35.2497,"NC","NY"
"2144","Washington","Houston","Silver",28,"Male",1,2005,0,1,"Personal Travel",0,15,10,"Business","3/11/14","OU",10,0,0,"No",145,1208,6,-95.3935,29.7843,-77.1897,38.8974,"DC","TX"
"2145","Pittsburgh","Philadelphia","Platinum",50,"Female",1,2004,9,0,"Business travel",1,15,95,"Eco Plus","3/12/14","US",16,16,13,"No",52,268,10,-75.2984,39.9733,-79.951,40.457,"PA","PA"
"2146","Atlanta","Miami","Blue",80,"Female",2,2011,6,-0.2,"Personal Travel",0,0,190,"Eco","1/18/14","AA",14,0,0,"No",84,594,6,-80.2314,26.1756,-84.3319,33.8241,"GA","FL"
"2147","Columbus","Chicago","Silver",23,"Female",3,2003,5,0.2308,"Business travel",0,0,60,"Eco","1/29/14","WN",16,1,0,"No",47,283,9,-87.8954,41.8271,-82.9685,40.0212,"OH","IL"
"2148","Los Angeles","San Diego","Gold",52,"Male",1,2012,4,0.2,"Personal Travel",1,0,80,"Eco","2/5/14","OO",13,0,0,"No",26,109,10,-117.1288,32.9287,-118.1043,33.9827,"CA","CA"
