,DestinationCity,OriginCity,AirlineStatus,Age,Gender,PriceSensitivity,YearOfFirstFlight,FLightsPerYear,Loyalty,TypeOfTravel,TotalFreqFlyAccount,ShoppingAmount,FoodExpenses,Class,FlightDate,PartnerCode,ScheduleDepHour,DepartureDelayInMin,ArrivalDelayInMin,FlightCancelled,FlightDuration,Distance,LikelihoodRecommendScore,OriginLong,OriginLat,DestLong,DestLat,DestinationState,OriginState,AgeGroup
384,Minneapolis,Tampa,Blue,60,Female,1,2005,21,-0.75,Personal Travel,0,120,125,Eco,1/28/2014,DL,8,0,0,No,179,1306,8,-82.5132,28.0062,-93.2798,44.9782,MN,FL,over 54
386,Miami,Pensacola,Blue,55,Female,1,2008,33,-0.6098,Business travel,0,40,25,Business,2/1/2014,MQ,17,0,0,No,78,530,8,-87.2534,30.4853,-80.2314,26.1756,FL,FL,over 54
387,Green Bay,Chicago,Blue,55,Female,2,2009,15,-0.25,Business travel,0,155,45,Eco,3/13/2014,MQ,20,6,10,No,33,173,9,-87.8954,41.8271,-88.0395,44.5072,WI,IL,over 54
390,Houston,Austin,Gold,71,Female,2,2012,37,-0.8049,Business travel,0,0,15,Eco,3/23/2014,WN,16,15,23,No,35,148,5,-97.7615,30.3585,-95.3935,29.7843,TX,TX,over 54
391,San Juan,New York,Blue,63,Male,2,2011,10,-0.1765,Mileage tickets,2,0,110,Eco,3/10/2014,DL,19,22,0,No,182,1598,9,-73.9702,40.7184,-66.1162,18.2882,PR,NY,over 54
394,Phoenix,Philadelphia,Gold,69,Male,1,2004,52,-0.6774,Personal Travel,0,10,90,Eco,2/13/2014,WN,16,NA,NA,Yes,0,2075,7,-75.2984,39.9733,-111.97,33.4941,AZ,PA,over 54
398,Atlanta,Key West,Blue,59,Female,1,2012,41,-0.64,Personal Travel,1,60,90,Eco,1/18/2014,EV,7,0,0,No,97,646,2,-81.7515,24.5696,-84.3319,33.8241,GA,FL,over 54
399,Los Angeles,Fresno,Blue,73,Female,1,2007,26,-0.8571,Personal Travel,0,0,75,Eco Plus,2/26/2014,OO,19,2,0,No,48,209,7,-119.7611,36.7878,-118.1043,33.9827,CA,CA,over 54
401,Fresno,San Francisco,Platinum,54,Male,1,2012,38,-0.5833,Business travel,0,85,90,Eco,1/19/2014,OO,16,0,2,No,36,158,10,-122.1585,37.6712,-119.7611,36.7878,CA,CA,over 54
403,Miami,Los Angeles,Blue,80,Female,2,2004,21,-0.5,Personal Travel,0,0,75,Eco Plus,1/28/2014,AA,11,3,0,No,244,2342,7,-118.1043,33.9827,-80.2314,26.1756,FL,CA,over 54
404,Phoenix,Detroit,Silver,57,Female,2,2009,13,-0.7333,Business travel,0,0,85,Eco,3/1/2014,DL,19,0,46,No,268,1671,8,-83.2276,42.49,-111.97,33.4941,AZ,MI,over 54
406,Chicago,Houston,Blue,76,Male,1,2012,47,-0.8077,Personal Travel,0,0,165,Eco Plus,3/9/2014,WN,10,0,0,No,122,937,6,-95.3935,29.7843,-87.8954,41.8271,IL,TX,over 54
407,Houston,Austin,Blue,65,Female,1,2006,21,-0.6154,Personal Travel,0,90,30,Eco,3/14/2014,WN,16,13,18,No,36,148,2,-97.7615,30.3585,-95.3935,29.7843,TX,TX,over 54
411,Chicago,Fort Wayne,Blue,70,Female,0,2007,29,-0.9333,Personal Travel,0,60,255,Eco,1/19/2014,OO,16,13,18,No,36,157,3,-85.1389,41.1004,-87.8954,41.8271,IL,IN,over 54
413,Tampa,Baltimore,Blue,67,Female,1,2009,44,-0.8723,Personal Travel,0,90,150,Eco,2/20/2014,WN,13,0,0,No,126,842,7,-76.6478,39.2341,-82.5132,28.0062,FL,MD,over 54
416,Philadelphia,Las Vegas,Blue,58,Female,1,2003,15,-0.4286,Business travel,0,0,20,Eco Plus,1/16/2014,US,14,84,101,No,259,2176,9,-115.1672,36.1349,-75.2984,39.9733,PA,NV,over 54
419,San Francisco,Medford,Blue,60,Male,1,2011,20,0.2157,Mileage tickets,2,0,30,Eco Plus,3/17/2014,OO,13,0,0,No,67,329,6,-122.8442,42.3364,-122.1585,37.6712,CA,OR,over 54
423,Chicago,Milwaukee,Silver,55,Female,2,2003,37,-0.7619,Business travel,0,60,90,Eco,3/11/2014,OO,17,3,12,No,24,67,8,-88.1005,43.0557,-87.8954,41.8271,IL,WI,over 54
424,Charlotte,Baltimore,Blue,78,Female,1,2009,28,-0.6,Personal Travel,0,45,75,Eco,1/3/2014,US,8,1,32,No,57,361,4,-76.6478,39.2341,-80.8158,35.2497,NC,MD,over 54
428,Houston,Boston,Silver,57,Female,1,2012,16,-0.4545,Business travel,0,270,30,Eco Plus,1/30/2014,WN,16,11,0,No,237,1609,10,-71.1407,42.3731,-95.3935,29.7843,TX,MA,over 54
429,Washington,Atlanta,Blue,80,Male,2,2011,36,-0.7143,Personal Travel,0,30,60,Eco,1/26/2014,DL,16,11,4,No,76,547,4,-84.3319,33.8241,-77.1897,38.8974,DC,GA,over 54
434,Miami,San Juan,Blue,67,Female,1,2008,23,-0.3939,Mileage tickets,0,0,50,Eco Plus,3/20/2014,AA,15,0,0,No,161,1045,9,-66.1162,18.2882,-80.2314,26.1756,FL,PR,over 54
436,Phoenix,Houston,Gold,56,Female,1,2007,11,-0.1,Business travel,0,0,30,Eco,1/14/2014,WN,7,1,0,No,150,1020,6,-95.3935,29.7843,-111.97,33.4941,AZ,TX,over 54
437,San Diego,Sacramento,Blue,72,Female,1,2007,16,-0.5238,Personal Travel,0,0,135,Eco,3/12/2014,WN,14,1,0,No,72,480,7,-121.3247,38.6386,-117.1288,32.9287,CA,CA,over 54
439,Denver,Detroit,Blue,55,Female,1,2012,23,-0.4839,Business travel,0,35,20,Eco,1/26/2014,DL,16,5,65,No,197,1123,8,-83.2276,42.49,-104.9551,39.7108,CO,MI,over 54
440,Boston,Philadelphia,Blue,62,Female,1,2006,32,-0.4222,Personal Travel,3,20,8,Eco,3/31/2014,US,8,10,7,No,56,280,3,-75.2984,39.9733,-71.1407,42.3731,MA,PA,over 54
442,San Jose,Los Angeles,Blue,58,Female,1,2003,11,-0.5714,Business travel,0,110,30,Eco,1/6/2014,OO,15,1,4,No,51,308,9,-118.1043,33.9827,-121.9451,37.3298,CA,CA,over 54
443,New York,Detroit,Blue,66,Female,1,2007,38,-0.8095,Business travel,0,0,95,Eco,3/24/2014,DL,21,0,0,No,64,502,9,-83.2276,42.49,-73.9702,40.7184,NY,MI,over 54
445,Tampa,Indianapolis,Blue,60,Female,1,2006,17,-0.3077,Business travel,0,0,40,Eco Plus,3/19/2014,WN,13,0,8,No,114,837,7,-86.1455,39.8113,-82.5132,28.0062,FL,IN,over 54
450,Houston,Dallas,Blue,69,Female,1,2012,26,-0.5294,Business travel,0,0,140,Eco,3/16/2014,WN,13,0,0,No,45,239,7,-96.972,32.8127,-95.3935,29.7843,TX,TX,over 54
452,New York,Phoenix,Blue,74,Male,1,2010,13,-0.3,Personal Travel,0,20,75,Eco Plus,3/13/2014,B6,22,0,3,No,244,2153,4,-111.97,33.4941,-73.9702,40.7184,NY,AZ,over 54
453,Minneapolis,Phoenix,Blue,57,Female,1,2005,25,-0.8519,Business travel,0,60,70,Business,2/3/2014,US,9,0,0,No,150,1276,7,-111.97,33.4941,-93.2798,44.9782,MN,AZ,over 54
455,Tucson,Portland,Blue,85,Female,1,2011,17,-0.8889,Personal Travel,0,90,60,Eco Plus,2/13/2014,OO,9,0,0,No,129,1119,4,-122.6511,45.5204,-110.9461,32.2549,AZ,OR,over 54
457,Spokane,Las Vegas,Blue,54,Male,1,2006,28,-0.6471,Business travel,0,0,0,Eco,2/28/2014,WN,16,140,116,No,105,806,8,-115.1672,36.1349,-117.3523,47.6804,WA,NV,over 54
458,Tampa,New York,Blue,72,Male,1,2012,18,-0.3846,Business travel,0,30,95,Eco,2/3/2014,DL,8,118,194,No,155,1010,8,-73.9702,40.7184,-82.5132,28.0062,FL,NY,over 54
459,San Diego,Austin,Blue,63,Female,1,2003,4,0,Business travel,0,0,45,Eco,2/10/2014,WN,21,0,0,No,171,1164,5,-97.7615,30.3585,-117.1288,32.9287,CA,TX,over 54
460,Houston,Las Vegas,Silver,54,Male,1,2010,31,-0.8235,Business travel,0,0,30,Eco,2/1/2014,OU,6,0,0,No,141,1222,10,-115.1672,36.1349,-95.3935,29.7843,TX,NV,over 54
464,Atlanta,Orlando,Gold,64,Female,1,2009,22,-0.913,Business travel,0,85,145,Business,3/6/2014,DL,17,0,19,No,74,404,5,-81.4112,28.5844,-84.3319,33.8241,GA,FL,over 54
466,San Francisco,Phoenix,Blue,67,Female,2,2006,31,-0.8235,Personal Travel,0,75,30,Eco Plus,1/29/2014,WN,8,0,0,No,107,651,7,-111.97,33.4941,-122.1585,37.6712,CA,AZ,over 54
469,San Diego,Kansas City,Gold,58,Female,0,2006,18,-0.2857,Business travel,0,0,120,Eco,3/16/2014,WN,11,0,0,No,164,1334,10,-94.5949,39.0398,-117.1288,32.9287,CA,MO,over 54
471,Phoenix,Portland,Blue,79,Female,1,2003,32,-0.9394,Personal Travel,0,63,105,Eco,1/21/2014,US,15,1,0,No,128,1009,5,-122.6511,45.5204,-111.97,33.4941,AZ,OR,over 54
472,San Diego,Baltimore,Blue,80,Female,1,2010,0,1,Personal Travel,0,0,60,Eco Plus,1/10/2014,WN,8,31,21,No,318,2295,4,-76.6478,39.2341,-117.1288,32.9287,CA,MD,over 54
473,Fayetteville,Chicago,Blue,71,Male,1,2011,23,-0.6429,Personal Travel,0,0,120,Eco,1/16/2014,MQ,14,26,70,No,79,522,5,-87.8954,41.8271,-94.1798,36.2674,AR,IL,over 54
476,Gainesville,Atlanta,Blue,73,Female,1,2007,31,-0.5897,Personal Travel,0,0,30,Eco,1/8/2014,EV,10,41,27,No,45,300,2,-84.3319,33.8241,-82.371,29.6568,FL,GA,over 54
483,Minot,Denver,Silver,61,Female,1,2004,8,-0.7778,Personal Travel,0,70,60,Eco Plus,2/6/2014,OO,10,0,0,No,92,604,9,-104.9551,39.7108,-101.2876,48.2338,ND,CO,over 54
484,Atlanta,Myrtle Beach,Blue,58,Female,1,2010,20,-0.4286,Personal Travel,0,0,60,Eco Plus,3/24/2014,EV,11,68,85,No,68,317,3,-78.8505,33.7636,-84.3319,33.8241,GA,SC,over 54
489,Tucson,Denver,Blue,55,Male,1,2010,48,-0.7143,Mileage tickets,0,18,15,Eco,3/1/2014,OO,15,35,62,No,116,639,8,-104.9551,39.7108,-110.9461,32.2549,AZ,CO,over 54
490,Los Angeles,New Orleans,Blue,64,Male,1,2008,26,-0.625,Personal Travel,0,90,200,Eco,3/26/2014,WN,11,3,22,No,250,1670,3,-90.1437,29.9547,-118.1043,33.9827,CA,LA,over 54
492,San Francisco,Denver,Blue,64,Female,0,2006,48,-0.6842,Personal Travel,0,0,175,Eco,3/4/2014,F9,9,44,49,No,143,967,4,-104.9551,39.7108,-122.1585,37.6712,CA,CO,over 54
494,Washington,Milwaukee,Blue,77,Female,2,2006,37,-0.8974,Personal Travel,0,0,60,Eco,3/9/2014,FL,13,0,0,No,92,634,7,-88.1005,43.0557,-77.1897,38.8974,DC,WI,over 54
497,San Antonio,Dallas,Blue,75,Female,1,2003,58,-0.7313,Personal Travel,0,0,15,Business,2/24/2014,WN,7,5,1,No,49,248,4,-96.972,32.8127,-98.4754,29.5144,TX,TX,over 54
500,Columbus,Chicago,Silver,60,Female,1,2008,4,0.3333,Business travel,0,0,120,Eco,3/2/2014,WN,13,42,32,No,41,283,7,-87.8954,41.8271,-82.9685,40.0212,OH,IL,over 54
502,Albuquerque,San Diego,Blue,72,Male,2,2005,39,-0.7727,Personal Travel,0,0,20,Eco,3/23/2014,WN,17,11,1,No,78,628,7,-117.1288,32.9287,-106.6281,35.1434,NM,CA,over 54
505,Phoenix,Minneapolis,Blue,80,Female,1,2005,31,-0.8788,Business travel,0,0,75,Eco,2/1/2014,US,17,0,0,No,187,1276,7,-93.2798,44.9782,-111.97,33.4941,AZ,MN,over 54
506,Baltimore,Detroit,Blue,67,Female,1,2009,13,-0.8571,Personal Travel,0,20,55,Eco,1/31/2014,WN,11,3,0,No,63,409,7,-83.2276,42.49,-76.6478,39.2341,MD,MI,over 54
509,Orlando,Rochester,Blue,66,Male,1,2008,19,-0.5833,Business travel,0,30,81,Eco,3/19/2014,WN,11,5,4,No,145,1033,8,-77.5682,43.1376,-81.4112,28.5844,FL,NY,over 54
512,Durango,Phoenix,Silver,66,Male,2,2011,15,-0.3636,Personal Travel,0,30,120,Eco,3/1/2014,OO,16,0,0,No,51,351,8,-111.97,33.4941,-107.87,37.2891,CO,AZ,over 54
517,Santa Maria,Los Angeles,Blue,55,Female,0,2003,42,-0.9091,Business travel,0,30,45,Business,2/8/2014,OO,22,0,0,No,42,134,9,-118.1043,33.9827,-120.4389,34.9118,CA,CA,over 54
524,Atlanta,Los Angeles,Blue,85,Female,2,2006,38,-0.617,Personal Travel,0,0,100,Eco,3/3/2014,DL,6,0,0,No,223,1947,8,-118.1043,33.9827,-84.3319,33.8241,GA,CA,over 54
526,Denver,Cleveland,Blue,60,Male,1,2005,0,1,Business travel,0,0,45,Eco,1/21/2014,OU,9,0,0,No,160,1201,7,-81.6054,41.4436,-104.9551,39.7108,CO,OH,over 54
530,Denver,Pittsburgh,Blue,55,Male,3,2008,0,1,Business travel,1,0,20,Business,2/10/2014,EV,8,0,4,No,207,1290,9,-79.951,40.457,-104.9551,39.7108,CO,PA,over 54
532,Boston,Philadelphia,Gold,62,Female,1,2012,21,-0.6154,Mileage tickets,0,0,75,Eco,3/12/2014,US,6,0,0,No,45,280,10,-75.2984,39.9733,-71.1407,42.3731,MA,PA,over 54
533,Juneau,Ketchikan,Blue,72,Female,2,2003,20,-0.6,Personal Travel,0,90,180,Eco,1/17/2014,AS,20,0,0,No,44,234,4,-131.6563,55.3472,-134.5828,58.3523,AK,AK,over 54
537,Milwaukee,Atlanta,Blue,71,Male,1,2003,23,-0.5333,Business travel,0,60,105,Eco,3/11/2014,FL,12,4,3,No,94,669,8,-84.3319,33.8241,-88.1005,43.0557,WI,GA,over 54
541,Los Angeles,Phoenix,Blue,78,Male,1,2004,23,-0.6429,Business travel,0,0,55,Eco,3/15/2014,OO,20,59,60,No,56,370,4,-111.97,33.4941,-118.1043,33.9827,CA,AZ,over 54
544,Miami,Orlando,Blue,65,Female,1,2003,30,-0.7143,Mileage tickets,0,0,90,Eco,3/5/2014,AA,14,0,0,No,41,192,10,-81.4112,28.5844,-80.2314,26.1756,FL,FL,over 54
548,Minneapolis,Williston,Blue,80,Male,1,2005,33,-0.8333,Personal Travel,0,0,72,Eco Plus,3/4/2014,OO,16,0,24,No,91,546,4,-103.6327,48.1657,-93.2798,44.9782,MN,ND,over 54
552,St. Louis,Houston,Blue,58,Male,0,2009,86,-0.9111,Personal Travel,1,0,43,Eco,1/10/2014,WN,9,0,0,No,91,687,6,-95.3935,29.7843,-90.3409,38.6307,MO,TX,over 54
555,Portland,Salt Lake City,Blue,76,Female,1,2006,27,-0.7419,Personal Travel,0,15,71,Eco,3/20/2014,WN,19,17,10,No,92,630,4,-111.9295,40.6408,-122.6511,45.5204,OR,UT,over 54
556,Des Moines,Atlanta,Blue,85,Female,2,2006,51,-0.7586,Personal Travel,0,0,105,Eco,2/24/2014,EV,14,57,57,No,117,743,4,-84.3319,33.8241,-93.6561,41.6194,IA,GA,over 54
557,Columbus,New York,Blue,64,Female,1,2004,23,-0.5333,Mileage tickets,0,0,30,Eco,3/4/2014,EV,16,0,5,No,88,479,7,-73.9702,40.7184,-82.9685,40.0212,OH,NY,over 54
558,Chicago,Cleveland,Blue,55,Female,1,2010,4,0.7037,Mileage tickets,1,0,30,Eco,1/28/2014,EV,6,0,19,No,65,315,5,-81.6054,41.4436,-87.8954,41.8271,IL,OH,over 54
563,Boston,Washington,Blue,62,Male,1,2007,15,-0.3043,Business travel,0,0,75,Business,3/9/2014,US,22,0,0,No,60,399,10,-77.1897,38.8974,-71.1407,42.3731,MA,DC,over 54
565,Flagstaff,Phoenix,Gold,68,Male,1,2011,1,0.8,Business travel,0,70,100,Eco,3/7/2014,OO,11,0,0,No,24,119,10,-111.97,33.4941,-111.624,35.1995,AZ,AZ,over 54
566,New York,Buffalo,Blue,69,Male,1,2004,42,-0.68,Personal Travel,0,60,60,Eco,3/18/2014,B6,20,0,0,No,60,301,4,-78.8237,42.9249,-73.9702,40.7184,NY,NY,over 54
573,Atlanta,Tucson,Blue,64,Female,1,2008,39,-0.8571,Personal Travel,0,0,65,Eco,3/24/2014,DL,6,0,0,No,167,1541,8,-110.9461,32.2549,-84.3319,33.8241,GA,AZ,over 54
581,Anchorage,Fairbanks,Silver,66,Female,1,2010,37,-0.6444,Personal Travel,0,0,190,Eco Plus,1/28/2014,AS,18,0,0,No,45,261,8,-147.7057,64.802,-149.8472,61.1679,AK,AK,over 54
589,Charlotte,Denver,Gold,57,Female,2,2006,21,-0.68,Business travel,1,30,80,Eco,3/1/2014,US,12,13,64,No,142,1337,9,-104.9551,39.7108,-80.8158,35.2497,NC,CO,over 54
592,Atlanta,San Francisco,Silver,59,Male,1,2004,22,-0.5714,Business travel,0,0,55,Eco,3/7/2014,FL,23,0,0,No,243,2139,10,-122.1585,37.6712,-84.3319,33.8241,GA,CA,over 54
594,Chicago,Syracuse,Blue,58,Male,2,2007,33,-0.6923,Personal Travel,0,45,60,Eco,3/14/2014,MQ,13,0,0,No,106,607,7,-76.164,43.0904,-87.8954,41.8271,IL,NY,over 54
597,Atlanta,Tampa,Silver,63,Male,2,2011,13,-0.2381,Business travel,0,0,80,Business,1/2/2014,FL,20,0,0,No,65,406,9,-82.5132,28.0062,-84.3319,33.8241,GA,FL,over 54
603,Atlanta,El Paso,Blue,55,Female,1,2012,20,-0.3333,Business travel,0,55,76,Eco,2/21/2014,DL,13,2,0,No,142,1282,7,-106.389,31.7802,-84.3319,33.8241,GA,TX,over 54
606,New York,Denver,Blue,60,Female,1,2012,43,-0.6863,Business travel,0,0,35,Eco,3/24/2014,OU,10,7,0,No,183,1620,8,-104.9551,39.7108,-73.9702,40.7184,NY,CO,over 54
607,Sioux Falls,Chicago,Platinum,63,Male,2,2008,9,-0.8,Personal Travel,0,0,50,Eco,3/14/2014,OO,17,0,0,No,78,462,2,-87.8954,41.8271,-96.7356,43.5335,SD,IL,over 54
611,Atlanta,St. Louis,Blue,59,Female,1,2009,30,-0.7647,Business travel,0,45,40,Business,3/31/2014,DL,15,3,0,No,70,484,9,-90.3409,38.6307,-84.3319,33.8241,GA,MO,over 54
613,Los Angeles,San Francisco,Silver,70,Male,1,2006,24,-0.8462,Personal Travel,0,45,145,Eco,2/14/2014,OU,20,0,0,No,57,337,7,-122.1585,37.6712,-118.1043,33.9827,CA,CA,over 54
615,Salt Lake City,Casper,Blue,65,Female,2,2005,4,0.2,Business travel,0,120,165,Eco,1/3/2014,OO,12,5,11,No,65,320,7,-106.311,42.8624,-111.9295,40.6408,UT,WY,over 54
616,Portland,Los Angeles,Gold,74,Male,1,2009,15,-0.25,Business travel,0,120,65,Eco,3/27/2014,OO,8,0,0,No,125,834,7,-118.1043,33.9827,-122.6511,45.5204,OR,CA,over 54
623,Washington,Denver,Blue,65,Female,1,2004,21,-0.3548,Business travel,0,90,30,Eco Plus,3/15/2014,OU,15,18,10,No,161,1452,7,-104.9551,39.7108,-77.1897,38.8974,DC,CO,over 54
625,Fayetteville,Atlanta,Blue,80,Female,1,2008,29,-0.7059,Personal Travel,0,225,20,Eco Plus,3/22/2014,EV,12,0,0,No,49,331,5,-84.3319,33.8241,-78.9768,35.0526,NC,GA,over 54
627,Atlanta,Jacksonville,Blue,54,Female,1,2010,11,-0.4667,Personal Travel,1,0,45,Eco Plus,1/31/2014,DL,18,4,20,No,46,270,2,-81.6427,30.2401,-84.3319,33.8241,GA,FL,over 54
632,Fresno,Las Vegas,Blue,60,Female,0,2007,33,-0.5349,Personal Travel,0,85,245,Eco Plus,3/24/2014,OO,19,1,0,No,56,259,3,-115.1672,36.1349,-119.7611,36.7878,CA,NV,over 54
637,Seattle,Los Angeles,Gold,65,Male,2,2008,23,-0.5333,Personal Travel,0,0,210,Eco,1/15/2014,OO,7,0,0,No,138,954,6,-118.1043,33.9827,-122.2747,47.4684,WA,CA,over 54
639,Charlotte,Providence,Silver,55,Female,1,2008,9,-0.125,Business travel,0,0,30,Eco,1/25/2014,US,6,0,0,No,118,683,9,-71.3974,41.7763,-80.8158,35.2497,NC,RI,over 54
645,Orlando,Indianapolis,Blue,72,Male,1,2012,24,-0.5,Personal Travel,0,0,55,Eco,3/25/2014,WN,14,9,4,No,107,829,7,-86.1455,39.8113,-81.4112,28.5844,FL,IN,over 54
646,Charlotte,New Orleans,Silver,55,Female,1,2007,30,-0.8182,Business travel,0,0,30,Eco,1/19/2014,US,16,0,0,No,90,651,9,-90.1437,29.9547,-80.8158,35.2497,NC,LA,over 54
647,Chicago,Denver,Platinum,61,Male,1,2004,9,-0.5,Business travel,0,60,50,Eco,2/27/2014,OU,17,0,0,No,104,888,9,-104.9551,39.7108,-87.8954,41.8271,IL,CO,over 54
651,Denver,San Diego,Gold,74,Male,1,2008,23,-0.5862,Personal Travel,1,0,45,Eco,3/9/2014,OO,6,0,11,No,129,853,4,-117.1288,32.9287,-104.9551,39.7108,CO,CA,over 54
655,Miami,Detroit,Blue,76,Female,2,2004,31,-0.7714,Personal Travel,0,30,90,Eco,1/23/2014,DL,12,58,50,No,144,1145,5,-83.2276,42.49,-80.2314,26.1756,FL,MI,over 54
658,Detroit,Green Bay,Silver,72,Female,1,2012,70,-0.9178,Personal Travel,0,0,0,Eco,1/12/2014,OO,16,0,0,No,50,287,8,-88.0395,44.5072,-83.2276,42.49,MI,WI,over 54
662,San Francisco,Philadelphia,Gold,85,Male,2,2007,32,-0.8286,Personal Travel,0,0,20,Business,3/26/2014,US,20,NA,NA,Yes,0,2521,7,-75.2984,39.9733,-122.1585,37.6712,CA,PA,over 54
667,El Paso,Dallas,Blue,57,Female,1,2003,8,-0.3333,Personal Travel,0,0,150,Eco,3/9/2014,WN,13,0,12,No,83,562,2,-96.972,32.8127,-106.389,31.7802,TX,TX,over 54
670,Detroit,Chicago,Blue,55,Female,1,2007,6,0.1429,Business travel,1,32,30,Eco,1/8/2014,DL,6,4,0,No,42,235,6,-87.8954,41.8271,-83.2276,42.49,MI,IL,over 54
673,Chicago,Tulsa,Silver,55,Male,1,2004,13,-0.625,Business travel,0,0,20,Business,1/15/2014,OO,12,0,4,No,98,585,8,-95.9013,36.1054,-87.8954,41.8271,IL,OK,over 54
681,Houston,Atlanta,Silver,59,Male,1,2008,15,-0.5789,Business travel,0,0,55,Eco,3/21/2014,DL,20,1,7,No,114,696,9,-84.3319,33.8241,-95.3935,29.7843,TX,GA,over 54
684,Las Vegas,Los Angeles,Blue,68,Female,2,2011,36,-0.5652,Personal Travel,0,30,20,Eco,2/19/2014,WN,16,2,0,No,44,236,2,-118.1043,33.9827,-115.1672,36.1349,NV,CA,over 54
687,Orlando,Baltimore,Silver,59,Male,1,2011,40,-0.7391,Business travel,0,60,65,Eco,2/24/2014,WN,18,2,0,No,123,787,9,-76.6478,39.2341,-81.4112,28.5844,FL,MD,over 54
694,Traverse City,Chicago,Blue,64,Female,2,2008,6,0.1429,Personal Travel,0,45,120,Eco,2/2/2014,EV,20,0,0,No,36,224,6,-87.8954,41.8271,-85.624,44.731,MI,IL,over 54
695,Buffalo,Atlanta,Blue,80,Female,1,2003,36,-0.9459,Personal Travel,0,0,60,Eco,2/2/2014,DL,8,0,5,No,85,712,5,-84.3319,33.8241,-78.8237,42.9249,NY,GA,over 54
696,Denver,Las Vegas,Blue,73,Female,1,2004,44,-0.8723,Personal Travel,0,30,60,Eco,1/27/2014,WN,19,20,14,No,88,628,4,-115.1672,36.1349,-104.9551,39.7108,CO,NV,over 54
701,Chicago,Seattle,Blue,70,Male,2,2007,29,-0.6571,Personal Travel,0,0,75,Eco,1/21/2014,WN,6,0,1,No,216,1733,5,-122.2747,47.4684,-87.8954,41.8271,IL,WA,over 54
702,Denver,Madison,Silver,54,Male,1,2008,39,-0.9024,Business travel,0,0,210,Eco,1/3/2014,EV,13,23,9,No,120,826,4,-89.4299,43.0874,-104.9551,39.7108,CO,WI,over 54
704,Seattle,Las Vegas,Silver,63,Female,1,2008,29,-0.5263,Personal Travel,0,45,60,Eco,3/13/2014,OO,17,0,0,No,132,867,10,-115.1672,36.1349,-122.2747,47.4684,WA,NV,over 54
706,Charlotte,New York,Blue,56,Female,1,2005,0,1,Business travel,0,0,144,Business,1/7/2014,US,6,10,16,No,95,541,10,-73.9702,40.7184,-80.8158,35.2497,NC,NY,over 54
713,San Diego,San Francisco,Blue,77,Female,1,2003,38,-0.9,Personal Travel,0,0,75,Eco,1/13/2014,OU,8,28,24,No,70,447,4,-122.1585,37.6712,-117.1288,32.9287,CA,CA,over 54
717,Dallas,San Antonio,Blue,65,Male,1,2007,11,-0.0476,Business travel,0,0,65,Eco,3/11/2014,WN,12,0,0,No,45,248,8,-98.4754,29.5144,-96.972,32.8127,TX,TX,over 54
720,San Francisco,Los Angeles,Blue,55,Female,0,2011,17,-0.4783,Personal Travel,0,0,85,Eco,3/11/2014,OU,17,0,1,No,56,337,8,-118.1043,33.9827,-122.1585,37.6712,CA,CA,over 54
726,Chicago,Cleveland,Blue,76,Male,1,2004,53,-0.8929,Personal Travel,0,0,165,Eco,1/5/2014,MQ,14,NA,NA,Yes,0,315,6,-81.6054,41.4436,-87.8954,41.8271,IL,OH,over 54
727,Chicago,Memphis,Blue,66,Male,1,2006,38,-0.8095,Personal Travel,0,0,53,Eco,1/14/2014,EV,14,0,27,No,83,491,3,-89.9179,35.0951,-87.8954,41.8271,IL,TN,over 54
728,Chicago,New York,Gold,80,Female,1,2003,57,-0.9,Personal Travel,0,0,80,Eco,3/13/2014,AA,6,0,0,No,108,733,5,-73.9702,40.7184,-87.8954,41.8271,IL,NY,over 54
729,Los Angeles,Houston,Gold,56,Female,1,2009,12,-0.5,Business travel,0,5,95,Eco Plus,3/16/2014,OU,9,0,0,No,181,1379,9,-95.3935,29.7843,-118.1043,33.9827,CA,TX,over 54
732,New Orleans,Baltimore,Blue,63,Female,1,2012,10,-0.4286,Business travel,0,0,60,Eco,2/21/2014,WN,9,28,36,No,172,998,10,-76.6478,39.2341,-90.1437,29.9547,LA,MD,over 54
733,Oklahoma City,Phoenix,Silver,55,Female,2,2007,13,-0.625,Personal Travel,0,0,125,Eco,3/7/2014,WN,11,2,4,No,102,833,9,-111.97,33.4941,-97.5243,35.5048,OK,AZ,over 54
739,Hartford,Atlanta,Blue,80,Male,1,2004,33,-0.6923,Personal Travel,0,0,50,Eco,2/7/2014,DL,7,0,17,No,104,859,4,-84.3319,33.8241,-72.6988,41.7401,CT,GA,over 54
740,San Diego,Chicago,Blue,59,Female,1,2008,31,-0.55,Personal Travel,0,4,76,Eco,3/2/2014,AA,13,13,16,No,242,1723,4,-87.8954,41.8271,-117.1288,32.9287,CA,IL,over 54
741,Pittsburgh,Charlotte,Silver,61,Male,1,2011,25,-0.8519,Business travel,1,0,70,Business,1/31/2014,US,16,0,0,No,54,366,10,-80.8158,35.2497,-79.951,40.457,PA,NC,over 54
745,Orlando,Detroit,Silver,56,Male,1,2011,5,-0.6667,Business travel,0,0,50,Eco,1/29/2014,DL,14,10,12,No,137,957,10,-83.2276,42.49,-81.4112,28.5844,FL,MI,over 54
749,San Antonio,Los Angeles,Silver,58,Male,1,2007,24,-0.4545,Business travel,0,30,15,Eco,2/22/2014,OO,11,0,0,No,137,1211,8,-118.1043,33.9827,-98.4754,29.5144,TX,CA,over 54
